scientific,MSWFamilyLatin,Folivore,MammalEater,Granivore,Family,Frugivore,Plant,Leaf,Insectivore,Invertebrate,Fish,Fruit,Woody,Herbaceous,Animal,Species,Order,Other,Nectar,Mammal,Genus,Herptile,Bird,Vertebrate,Root,Seed,TrophicLevel,phylacine_binomial,adult_mass_g,adult_brain_mass_g,adult_body_length_mm,adult_forearm_length_mm,max_longevity_d,maturity_d,age_first_reproduction_d,gestation_length_d,teat_number_n,litter_size_n,litters_per_year_n,interbirth_interval_d,neonate_mass_g,weaning_age_d,weaning_mass_g,generation_length_d,dispersal_km,density_n_km2,hibernation_torpor,fossoriality,home_range_km2,social_group_n,dphy_invertebrate,dphy_vertebrate,dphy_plant,det_inv,det_vend,det_vect,det_vfish,det_vunk,det_scav,det_fruit,det_nect,det_seed,det_plantother,det_diet_breadth_n,trophic_level,foraging_stratum,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,upper_elevation_m,lower_elevation_m,altitude_breadth_m,island_dwelling,island_endemicity,disected_by_mountains,glaciation,biogeographical_realm,habitat_breadth_n,class,subspecies,common_name,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,male_maturity_d,genus,female_maturity_d,species,order,family,Scientific_Binomial,CommonName,ZoonomiaName,ZoonomiaTip,HillerName,MSWC_Order,MSWC_Family,MSWC_Genus,MSWC_Species,MedgedDataOrder,Divider,Meyer.Diet.Categorical,Meyer.Lab.Classification,Meyer.Lab.Classification.Clean,Meyer.Lab.Classification.Compressed,MeyerTrophicLevel,DerekDietClassification70,DerekDietClassification90,DerekDietClassification90InsVertivoreSorting,panTheriaTrophicLevel,panTheriaTrophicLevelCharacter,Divider2,DividerSpacer,Diet.VertTerrestrial,Diet.VertAll,Diet.AnimalsAll,Diet.PlantHighSugar,Diet.PlantLowSugar,Diet.PlantAll,Divider3,Laurasiatheria,Domestication,DomesticationBinary,Echolocation,ForStrat.Certainty,Diet.PlantO,Diet.Fruit,BodyMass.Value,Activity.Source,ForStrat.Comment,ForStrat.Value,Diet.Inv,Diet.Vfish,Activity.Diurnal,Diet.Seed,Activity.Crepuscular,Activity.Certainty,BodyMass.SpecLevel,Diet.Vect,Diet.Vend,Activity.Nocturnal,Diet.Vunk,MSW3_ID,Diet.Certainty,BodyMass.Source,Diet.Nect,Diet.Scav,Diet.Source
Trichosurus vulpecula,Phalangeridae,1.0,0.0,1.0,PHALANGERIDAE,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,vulpecula,DIPROTODONTIA,1.0,0.0,0.0,Trichosurus,0.0,3.0,3.0,0.0,1.0,Omnivore,Trichosurus vulpecula,2001.167,11.421,526.39,,5803.5,420.91,547.5,17.25,2.0,1.007,1.6,273.748,0.24,194.235,662.635,2008.23,1.552,124.0,0.0,2.0,0.03,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,13.333,66.667,3.0,2.0,Ar,1.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,0.0,Australasian,3.0,Mammalia,-999.0,Common Brushtail,1.01,1.5,2005.0,15.9,17.25,197.795,0.2395,707.635,-999.0,-999.0,-999.0,14.7,0.749993155,-999.0,-999.0,1993.5,-999.0,-999.0,-999.0,52.639,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,669.208,Trichosurus,367.053,vulpecula,Diprotodontia,Phalangeridae,trichosurus_vulpecula,Common brushtail possum,HLtriVul1,vs_HLtriVul1,,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,442.0,-,,,,,,H-Low-sugar-plants-Eater,H-All-plants-Eater,H-All-plants-Eater,1.0,Herbivore,-,,0.0,0.0,0.0,20.0,80.0,100.0,-,,,,,A,60.0,20.0,2650.0,Ref_1,,Ar,0.0,0.0,0.0,20.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,228.0,ABC,Ref_117,0.0,0.0,Ref_1
Pseudochirops corinnae,Pseudocheiridae,1.0,0.0,0.0,PSEUDOCHEIRIDAE,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,corinnae,DIPROTODONTIA,0.0,0.0,0.0,Pseudochirops,0.0,0.0,0.0,0.0,0.0,Herbivore,Pseudochirops corinnae,1123.0,5.553,333.96,,,,,,,1.01,,,,,,,1.13,,0.0,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,90.0,1.0,1.0,Ar,1.0,0.0,0.0,1.0,0.0,2900.0,900.0,2000.0,1.0,,0.0,0.0,Australasian,1.0,Mammalia,-999.0,Plush-coated Ringtail,1.01,-999.0,1123.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,33.396,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Pseudochirops,-999.0,corinnae,Diprotodontia,Pseudocheiridae,pseudochirops_corinnae,Plush-coated ringtail possum,HLpseCor1,vs_HLpseCor1,,Diprotodontia,Pseudocheiridae,Pseudochirops,corinnae,407.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,10.0,90.0,100.0,-,,,,,A,90.0,10.0,1123.0,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,244.0,ABC,Ref_117,0.0,0.0,Ref_1
Pseudochirops cupreus,Pseudocheiridae,1.0,0.0,0.0,PSEUDOCHEIRIDAE,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,cupreus,DIPROTODONTIA,0.0,0.0,0.0,Pseudochirops,0.0,0.0,0.0,0.0,0.0,Herbivore,Pseudochirops cupreus,1764.08,7.54,419.45,,,,,,,1.005,,,,,,,1.448,,0.0,2.0,,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,90.0,1.0,1.0,Ar,1.0,0.0,0.0,1.0,0.0,3996.0,1500.0,2496.0,1.0,,0.0,0.0,Australasian,2.0,Mammalia,-999.0,Coppery Ringtail,1.005,-999.0,1764.08,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,41.945,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Pseudochirops,-999.0,cupreus,Diprotodontia,Pseudocheiridae,pseudochirops_cupreus,Coppery ringtail possum,HLpseCup1,vs_HLpseCup1,,Diprotodontia,Pseudocheiridae,Pseudochirops,cupreus,408.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,10.0,90.0,100.0,-,,,,,A,90.0,10.0,1724.5,Ref_1,,Ar,0.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,246.0,ABC,Ref_117,0.0,0.0,Ref_1
Gymnobelideus leadbeateri,Petauridae,0.0,0.0,0.0,PETAURIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,leadbeateri,DIPROTODONTIA,2.0,0.0,0.0,Gymnobelideus,0.0,0.0,0.0,0.0,0.0,Omnivore,Gymnobelideus leadbeateri,133.66,2.953,164.0,,5146.5,481.03,365.0,17.215,4.0,1.54,2.0,182.875,,117.16,34.0,1587.568,0.35,258.26,0.0,2.0,0.01,,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,2.0,2.0,Ar,1.0,0.0,0.0,1.0,0.0,1500.0,80.0,1420.0,0.0,,0.0,0.0,Australasian,1.0,Mammalia,-999.0,Leadebeater's Possum,1.54,2.0,133.66,14.1,17.215,117.16,-999.0,34.0,-999.0,-999.0,-999.0,11.0,0.501026694,-999.0,-999.0,148.0,-999.0,-999.0,-999.0,16.4,-999.0,-999.0,-999.0,-999.0,-999.0,16.0,-999.0,464.0,Gymnobelideus,478.015,leadbeateri,Diprotodontia,Petauridae,gymnobelideus_leadbeateri,Leadbeater's possum,HLgymLea1,vs_HLgymLea1,,Diprotodontia,Petauridae,Gymnobelideus,leadbeateri,300.0,-,,,,,,O-For Examination,O-For Examination,O-For Examination,2.0,Omnivore,-,,0.0,0.0,50.0,50.0,0.0,50.0,-,,,,,A,0.0,0.0,127.0,Ref_1,,Ar,50.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,251.0,ABC,Ref_117,50.0,0.0,Ref_1
Macropus fuliginosus,Macropodidae,1.0,0.0,0.0,MACROPODIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,fuliginosus,DIPROTODONTIA,0.0,0.0,0.0,Macropus,0.0,0.0,0.0,0.0,0.0,Herbivore,Macropus fuliginosus,26907.35,58.0,1400.0,,8471.042,708.84,608.33,30.4,,1.0,1.0,378.251,0.897,529.335,9389.085,2718.274,6.482,2.675,0.0,1.0,2.52,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,Australasian,5.0,Mammalia,-999.0,Western Grey Kangaroo,1.0,1.0,26907.35,23.20833333,30.4,529.335,0.897165,9389.085,-999.0,-999.0,-999.0,21.6,1.036303901,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,140.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,880.0,Macropus,689.42,fuliginosus,Diprotodontia,Macropodidae,macropus_fuliginosus,Western grey kangaroo,HLmacFul1,vs_HLmacFul1,,Diprotodontia,Macropodidae,Macropus,fuliginosus,324.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,-999.0,,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,,,,,A,100.0,0.0,22000.0,Ref_1,,G,0.0,0.0,0.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,265.0,ABC,Ref_117,0.0,0.0,Ref_1
Macropus giganteus,Macropodidae,1.0,0.0,0.0,MACROPODIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,giganteus,DIPROTODONTIA,0.0,0.0,0.0,Macropus,0.0,0.0,0.0,0.0,0.0,Herbivore,Macropus giganteus,41454.945,69.8,1138.08,,9125.0,704.86,812.6,36.28,4.0,1.0,1.0,352.154,0.869,414.91,6062.015,3170.271,8.222,30.0,0.0,1.0,0.41,,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,Australasian,5.0,Mammalia,-999.0,Eastern Grey Kangaroo,1.0,1.0,41454.945,25.0,36.28,414.91,0.869335,6062.015,-999.0,-999.0,-999.0,24.0,0.964804928,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,113.808,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1290.0,Macropus,671.93,giganteus,Diprotodontia,Macropodidae,macropus_giganteus,Eastern grey kangaroo,HLmacGig1,vs_HLmacGig1,,Diprotodontia,Macropodidae,Macropus,giganteus,325.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,,,,,A,100.0,0.0,25875.0,Ref_1,,G,0.0,0.0,0.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,266.0,ABC,Ref_117,0.0,0.0,Ref_1
Macropus eugenii,Macropodidae,0.0,0.0,0.0,MACROPODIDAE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,eugenii,DIPROTODONTIA,1.0,0.0,0.0,Macropus,0.0,0.0,0.0,0.0,0.0,Herbivore,Macropus eugenii,5037.24,24.553,527.0,,5511.5,413.84,319.37,28.945,,1.005,1.0,364.75,0.434,320.0,2024.4,1766.87,2.579,73.86,0.0,1.0,,8.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,,,,1.0,,0.0,0.0,Australasian,3.0,Mammalia,-999.0,Tammar Wallaby,1.005,1.0,5037.24,15.1,28.945,320.0,0.4345,2024.4,-999.0,-999.0,-999.0,14.0,0.999315537,-999.0,-999.0,4796.0,-999.0,-999.0,-999.0,52.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,730.0,Macropus,343.92,eugenii,Diprotodontia,Macropodidae,macropus_eugenii,Wallaby,,vs_NA,,Diprotodontia,Macropodidae,Macropus,eugenii,119.0,-,,Herbivore,Herbivore,Herbivore,Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,-999.0,,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,0.0,,,0.0,A,100.0,0.0,6500.0,Ref_1,,G,0.0,0.0,0.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,269.0,ABC,Ref_117,0.0,0.0,Ref_1
Microgale talazaci,Tenrecidae,0.0,0.0,0.0,TENRECIDAE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,talazaci,AFROSORICIDA,0.0,0.0,0.0,Microgale,0.0,0.0,0.0,0.0,0.0,Carnivore,Microgale talazaci,46.05,0.79,140.0,,2129.167,394.57,425.83,61.0,,2.23,,,3.64,29.38,,918.033,1.438,,0.0,2.0,,,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,G,2.0,0.0,0.0,1.0,0.0,2300.0,100.0,2200.0,1.0,,1.0,0.0,Afrotropical,1.0,Mammalia,-999.0,Talazac's Shrew Tenrec,2.23,-999.0,46.05,5.833333333,61.0,29.38,3.64,-999.0,-999.0,-999.0,-999.0,5.8,-999.0,-999.0,-999.0,44.0,-999.0,-999.0,-999.0,14.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,639.0,Microgale,639.0,talazaci,Afrosoricida,Tenrecidae,microgale_talazaci,Talazac's shrew tenrec,HLmicTal1,vs_HLmicTal1,,Afrosoricida,Tenrecidae,Microgale,talazaci,340.0,-,,,,,,C-Invertebrate-eater,C-Invertebrate-eater,C-Invertebrate-eater,3.0,Carnivore,-,,0.0,0.0,100.0,0.0,0.0,0.0,-,,,,,A,0.0,0.0,48.0,Ref_1,,G,100.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,341.0,ABC,Ref_117,0.0,0.0,Ref_1
Echinops telfairi,Tenrecidae,0.0,1.0,0.0,TENRECIDAE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,telfairi,AFROSORICIDA,0.0,0.0,1.0,Echinops,0.0,0.0,1.0,0.0,0.0,Carnivore,Echinops telfairi,166.125,0.62,170.0,,6935.0,278.42,337.19,57.828,,5.49,1.0,,7.67,29.0,50.0,1967.091,2.697,,1.0,2.0,,,60.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.0,3.0,G,1.0,0.0,0.0,1.0,0.0,1300.0,0.0,1300.0,1.0,,0.0,0.0,Afrotropical,4.0,Mammalia,-999.0,Lesser Hedgehog Tenrec,5.49,1.0,166.125,19.0,57.8284,29.0,7.67,50.0,-999.0,-999.0,-999.0,13.0,-999.0,-999.0,-999.0,116.4,-999.0,-999.0,-999.0,17.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,365.0,Echinops,278.42,telfairi,Afrosoricida,Tenrecidae,echinops_telfairi,Tenrec,echTel2,vs_echTel2,echTel2,Afrosoricida,Tenrecidae,Echinops,telfairi,70.0,-,Ambiguous,Ambiguous,Ambiguous,Ambiguous,,O-For Examination,O-For Examination,O-For Examination,3.0,Carnivore,-,,0.0,0.0,60.0,40.0,0.0,40.0,-,0.0,captive,0.0,0.0,A,0.0,40.0,180.0,Ref_1,,G,60.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,362.0,ABC,Ref_117,0.0,0.0,Ref_40
Chrysochloris asiatica,Chrysochloridae,0.0,0.0,0.0,CHRYSOCHLORIDAE,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,asiatica,AFROSORICIDA,0.0,0.0,0.0,Chrysochloris,0.0,0.0,0.0,0.0,0.0,Carnivore,Chrysochloris asiatica,36.93,0.7,108.25,,879.042,,,,4.0,3.12,,,0.41,75.26,,,1.291,1000.0,0.0,1.0,,1.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,G,1.0,0.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,Afrotropical,4.0,Mammalia,-999.0,Cape Golden Mole,3.12,-999.0,36.93,2.408333333,-999.0,75.26,0.41,-999.0,-999.0,-999.0,-999.0,2.408333333,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,10.825,-999.0,-999.0,1.6,-999.0,-999.0,-999.0,-999.0,-999.0,Chrysochloris,-999.0,asiatica,Afrosoricida,Chrysochloridae,chrysochloris_asiatica,Cape golden mole,chrAsi1,vs_chrAsi1,chrAsi1,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,47.0,-,Insectivore,Insectivore,Insectivore,Insectivore,Carnivore,C-Invertebrate-eater,C-Invertebrate-eater,C-Invertebrate-eater,3.0,Carnivore,-,,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,wild,0.0,0.0,A,0.0,0.0,49.0,Ref_1,,G,100.0,0.0,0.0,0.0,0.0,ABC,1.0,0.0,0.0,1.0,0.0,370.0,ABC,Ref_117,0.0,0.0,Ref_1
Elephantulus edwardii,Macroscelididae,0.0,0.0,0.0,MACROSCELIDIDAE,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,edwardii,MACROSCELIDEA,0.0,0.0,0.0,Elephantulus,0.0,0.0,0.0,0.0,0.0,Omnivore,Elephantulus edwardii,49.85,,149.43,,2065.292,,,,,1.8,,,11.9,27.28,,,0.204,1400.0,0.0,1.0,,2.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,G,3.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,0.0,Afrotropical,2.0,Mammalia,-999.0,Cape Elephant Shrew,1.8,-999.0,49.85,5.658333333,-999.0,27.28,11.9,-999.0,-999.0,-999.0,-999.0,5.658333333,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.943,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Elephantulus,-999.0,edwardii,Macroscelidea,Macroscelididae,elephantulus_edwardii,Cape elephant shrew,eleEdw1,vs_eleEdw1,eleEdw1,Macroscelidea,Macroscelididae,Elephantulus,edwardii,73.0,-,Insectivore,Insectivore,Insectivore,Insectivore,Carnivore,C-Invertebrate-eater,C-Invertebrate-eater,C-Invertebrate-eater,-999.0,,-,,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,wild,0.0,0.0,A,0.0,0.0,48.0,Ref_1,,G,100.0,0.0,1.0,0.0,0.0,ABC,1.0,0.0,0.0,0.0,0.0,390.0,ABC,Ref_117,0.0,0.0,Ref_1
Heterohyrax brucei,Procaviidae,1.0,0.0,0.0,PROCAVIIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,brucei,HYRACOIDEA,0.0,0.0,0.0,Heterohyrax,0.0,0.0,0.0,0.0,0.0,Herbivore,Heterohyrax brucei,2000.0,,514.495,,5110.0,510.44,739.0,228.21,6.0,1.89,1.0,364.75,225.0,129.04,,2139.155,1.552,4033.333,0.0,2.0,,17.5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,S,3.0,0.0,0.0,1.0,0.0,3800.0,0.0,3800.0,0.0,,1.0,0.0,Afrotropical,2.0,Mammalia,-999.0,Yellow-spotted Rock Hyrax,1.89,1.0,2000.0,14.0,228.21,129.04,225.0,-999.0,-999.0,-999.0,-999.0,12.8625,0.999315537,-999.0,-999.0,2350.0,-999.0,-999.0,-999.0,51.4495,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,494.0,Heterohyrax,498.708,brucei,Hyracoidea,Procaviidae,heterohyrax_brucei,Yellow-spotted rock hyrax,HLhetBru1,vs_HLhetBru1,,Hyracoidea,Procaviidae,Heterohyrax,brucei,302.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,,,,,A,100.0,0.0,2625.0,Ref_1,,S,0.0,0.0,1.0,0.0,0.0,ABC,1.0,0.0,0.0,0.0,0.0,406.0,ABC,Ref_117,0.0,0.0,Ref_1
Procavia capensis,Procaviidae,1.0,0.0,0.0,PROCAVIIDAE,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,capensis,HYRACOIDEA,0.0,0.0,0.0,Procavia,0.0,0.0,0.0,0.0,0.0,Herbivore,Procavia capensis,2750.0,19.725,508.685,,5405.042,487.07,2190.0,226.449,6.0,2.44,1.0,364.75,218.59,88.258,500.0,3079.14,1.849,2366.667,0.0,2.0,0.003,17.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,4300.0,0.0,4300.0,0.0,,1.0,0.0,"Afrotropical, Palearctic",4.0,Mammalia,-999.0,Rock Hyrax,2.44,1.0,2750.0,14.80833333,226.44942,88.25758,218.59,500.0,-999.0,-999.0,-999.0,14.0,0.999315537,-999.0,2025.0,2458.0,-999.0,-999.0,-999.0,50.8685,-999.0,-999.0,19.15,-999.0,-999.0,-999.0,-999.0,500.0,Procavia,500.0,capensis,Hyracoidea,Procaviidae,procavia_capensis,Hydrax,HLproCap3,vs_HLproCap3,HLproCap2,Hyracoidea,Procaviidae,Procavia,capensis,193.0,-,Herbivore,Herbivore,Herbivore,Herbivore,Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,0.0,wild,0.0,0.0,A,100.0,0.0,3029.98,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,0.0,0.0,407.0,ABC,Ref_117,0.0,0.0,Ref_1
Elephas maximus,Elephantidae,1.0,0.0,0.0,ELEPHANTIDAE,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,maximus,PROBOSCIDEA,0.0,0.0,0.0,Elephas,0.0,0.0,0.0,1.0,0.0,Herbivore,Elephas maximus,3220000.0,4950.714,4159.6,,29200.0,4014.43,4745.0,642.84,2.0,1.0,0.23,1162.829,100038.9,548.0,,8030.0,90.08,1.298,0.0,1.0,38.36,7.75,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,3000.0,0.0,3000.0,0.0,,0.0,0.0,Indomalayan,3.0,Mammalia,-999.0,Asian Elephant,1.0,0.23,3220000.0,80.0,642.84,548.0,100038.9,-999.0,-999.0,-999.0,-999.0,73.5,3.185831622,-999.0,4545000.0,3670000.0,-999.0,-999.0,-999.0,415.96,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,3287.0,Elephas,3569.034,maximus,Proboscidea,Elephantidae,elephas_maximus,Asian elephant,HLeleMax1,vs_HLeleMax1,,Proboscidea,Elephantidae,Elephas,maximus,283.0,-,,,,,,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,,,,,A,100.0,0.0,2915040.0,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,408.0,ABC,Ref_117,0.0,0.0,Ref_1
Loxodonta africana,Elephantidae,1.0,0.0,0.0,ELEPHANTIDAE,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,africana,PROBOSCIDEA,0.0,0.0,0.0,Loxodonta,0.0,0.0,0.0,1.0,0.0,Herbivore,Loxodonta africana,4565000.0,5277.0,7500.0,,29200.0,4977.64,3467.5,669.68,2.0,1.0,0.21,1735.311,105000.0,1088.8,600000.0,9125.0,109.144,0.561,0.0,1.0,587.53,11.45,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,95.0,1.0,1.0,G,2.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,0.0,Afrotropical,,Mammalia,-999.0,African Bush Elephant,1.0,0.21,4500000.0,80.0,669.68,1088.8,105000.0,600000.0,-999.0,-999.0,-999.0,65.0,4.673511294,-999.0,4365000.0,-999.0,-999.0,-999.0,-999.0,750.0,-999.0,-999.0,119.863,-999.0,-999.0,-999.0,-999.0,3650.0,Loxodonta,4253.807,africana,Proboscidea,Elephantidae,loxodonta_africana,Elephant,HLloxAfr4,vs_HLloxAfr4,loxAfr3,Proboscidea,Elephantidae,Loxodonta,africana,113.0,-,Herbivore,Herbivore,Herbivore,Herbivore,Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,H-Nonspecific-Herbivore,1.0,Herbivore,-,,0.0,0.0,0.0,0.0,100.0,100.0,-,0.0,wild,0.0,0.0,A,100.0,0.0,3940034.28,Ref_1,,G,0.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,409.0,ABC,Ref_117,0.0,0.0,Ref_1
